ticker,exchange,assetType,priceCurrency,startDate,endDate
CRC,NYSE,Stock,USD,2014-11-13,2017-03-17
CRCAX,,Mutual Fund,USD,2012-09-28,2016-07-22
CRCCX,,Mutual Fund,USD,2012-09-28,2016-07-22
CRCIX,,Mutual Fund,USD,2012-09-28,2016-07-22
CRCM,NYSE,Stock,USD,2014-01-24,2017-03-17
CRCRX,,Mutual Fund,USD,2003-01-21,2016-07-22
CRD-A,NYSE,Stock,USD,1992-03-19,2017-03-17
CRD-B,NYSE,Stock,USD,1990-01-12,2017-03-17
CRDC,NASDAQ,Stock,USD,2006-02-06,2016-06-21
CRDGX,,Mutual Fund,USD,2010-06-01,2016-07-22
CRDN,,Stock,USD,1995-01-03,2012-11-28
CRDRX,,Mutual Fund,USD,2012-06-19,2016-06-07
CRDS,NASDAQ,Stock,USD,1999-10-21,2017-03-17
CRDT,NASDAQ,ETF,USD,2013-01-31,2017-03-16
CRDVX,,Mutual Fund,USD,2013-08-05,2016-07-22
CREAX,,Mutual Fund,USD,2002-10-31,2016-07-22
CREBX,,Mutual Fund,USD,2002-10-31,2016-07-22
CRECX,,Mutual Fund,USD,2003-10-10,2016-07-22
CRED,NYSE Arca,ETF,USD,2007-01-11,2017-01-30
CREE,NASDAQ,Stock,USD,1993-02-09,2017-03-17
CREEX,,Mutual Fund,USD,1994-03-31,2016-07-22
CREG,NASDAQ,Stock,USD,2014-09-24,2017-03-17
CREIX,,Mutual Fund,USD,2010-09-27,2016-07-22
CREOX,,Mutual Fund,USD,2016-06-15,2016-06-24
CRERX,,Mutual Fund,USD,2012-11-09,2016-07-22
CRESY,NASDAQ,Stock,USD,1997-03-19,2017-03-17
CREWX,,Mutual Fund,USD,2010-09-27,2016-07-22
CREX,,Stock,USD,2006-11-27,2017-03-17
CRF,NYSE MKT,ETF,USD,1987-11-05,2017-03-17
CRFRX,,Mutual Fund,USD,2012-06-19,2016-06-06
CRFVX,,Mutual Fund,USD,2014-01-02,2016-06-06
CRGCX,,Mutual Fund,USD,2015-01-02,2016-07-22
CRGEX,,Mutual Fund,USD,2007-03-01,2016-07-22
CRGS,OTCMKTS,Stock,USD,1999-01-22,2017-03-17
CRH,NYSE,Stock,USD,1993-02-19,2017-03-17
CRHEX,,Mutual Fund,USD,2015-01-02,2016-07-22
CRHM,NYSE,Stock,USD,2015-09-03,2017-03-17
CRI,NYSE,Stock,USD,2003-10-28,2017-03-17
CRIAX,,Mutual Fund,USD,2004-09-03,2016-07-22
CRIEX,,Mutual Fund,USD,2006-10-26,2016-07-22
CRIGX,,Mutual Fund,USD,2005-12-02,2016-07-22
CRIIX,,Mutual Fund,USD,2009-01-02,2016-07-22
CRIMX,,Mutual Fund,USD,1997-12-31,2016-07-22
CRIRX,,Mutual Fund,USD,2012-11-09,2016-07-22
CRIS,NASDAQ,Stock,USD,2000-08-01,2017-03-17
CRISX,,Mutual Fund,USD,1997-12-31,2016-07-22
CRIWX,,Mutual Fund,USD,2009-01-02,2016-07-22
CRIYX,,Mutual Fund,USD,2012-11-09,2016-07-22
CRIZX,,Mutual Fund,USD,2010-09-27,2016-07-22
CRK,NYSE,Stock,USD,1990-03-26,2017-03-17
CRKRX,,Mutual Fund,USD,2012-06-19,2016-06-07
CRL,NYSE,Stock,USD,2000-06-23,2017-03-17
CRLSX,,Mutual Fund,USD,2013-06-03,2016-07-22
CRM,NYSE,Stock,USD,2004-06-23,2017-03-17
CRMAX,,Mutual Fund,USD,2004-09-03,2016-07-22
CRMBQ,,Stock,USD,2014-06-24,2016-07-05
CRMD,NYSE,Stock,USD,2010-05-13,2017-03-17
CRME,NASDAQ,Stock,USD,2003-07-15,2017-03-17
CRMEX,,Mutual Fund,USD,2006-10-26,2016-07-22
CRMGX,,Mutual Fund,USD,2005-12-02,2016-07-22
CRMIX,,Mutual Fund,USD,2009-01-05,2016-07-22
CRMMX,,Mutual Fund,USD,2000-09-19,2016-07-22
CRMSX,,Mutual Fund,USD,1995-09-29,2016-07-22
CRMT,NASDAQ,Stock,USD,1993-11-09,2017-03-17
CRMWX,,Mutual Fund,USD,2009-01-02,2016-07-22
CRMZ,OTCMKTS,Stock,USD,1999-05-11,2017-03-17
CRNEX,,Mutual Fund,USD,2009-11-02,2015-11-20
CRNT,NASDAQ,Stock,USD,2000-08-04,2017-03-17
CROC,NYSE Arca,ETF,USD,2012-07-19,2017-03-17
CROL,,Stock,USD,2011-10-13,2017-03-17
CROP,NYSE Arca,ETF,USD,2011-03-22,2017-03-17
CROX,NASDAQ,Stock,USD,2006-02-08,2017-03-17
CRR,NYSE,Stock,USD,1996-04-23,2017-03-17
CRRC,,Stock,USD,1990-03-27,2015-06-05
CRRFX,,Mutual Fund,USD,2011-03-07,2016-07-22
CRRFY,,Stock,USD,2008-10-21,2017-03-17
CRRIX,,Mutual Fund,USD,2013-03-20,2016-07-22
CRRLX,,Mutual Fund,USD,2015-01-29,2016-07-22
CRRRX,,Mutual Fund,USD,2012-11-09,2016-07-22
CRRS,,Stock,USD,1996-04-03,2015-07-24
CRRSQ,,Stock,USD,1999-05-03,2016-09-12
CRRVX,,Mutual Fund,USD,2011-03-07,2016-07-22
CRRYX,,Mutual Fund,USD,2012-11-09,2016-07-22
CRS,NYSE,Stock,USD,1987-11-05,2017-03-17
CRSAX,,Mutual Fund,USD,2004-12-31,2016-07-22
CRSCX,,Mutual Fund,USD,2004-12-31,2016-07-22
CRSGX,,Mutual Fund,USD,2011-10-03,2016-07-22
CRSIX,,Mutual Fund,USD,2010-09-27,2016-07-22
CRSOX,,Mutual Fund,USD,2004-12-31,2016-07-22
CRSP,NASDAQ,Stock,USD,2016-10-19,2017-03-17
CRSRX,,Mutual Fund,USD,2010-09-27,2016-07-22
CRSVX,,Mutual Fund,USD,2011-10-03,2016-07-22
CRT,NYSE,Stock,USD,1992-02-28,2017-03-17
CRTN,NASDAQ,Stock,USD,1999-11-23,2017-03-17
CRTO,NASDAQ,Stock,USD,2013-10-30,2017-03-17
CRTX,,Stock,USD,2004-05-27,2014-02-03
CRUD,,ETF,USD,2011-02-23,2014-12-18
CRUMX,,Mutual Fund,USD,2013-12-13,2016-07-22
CRUPX,,Mutual Fund,USD,2013-12-13,2016-07-22
CRUS,NASDAQ,Stock,USD,1990-03-26,2017-03-17
CRV,,Stock,USD,1992-03-17,2015-08-19
CRVL,NASDAQ,Stock,USD,1991-06-28,2017-03-17
CRVP,NYSE,Stock,USD,1994-01-14,2017-03-17
CRVS,NASDAQ,Stock,USD,2016-03-23,2017-03-17
CRVTX,,Mutual Fund,USD,1996-06-20,2016-06-06
CRVW,,Stock,USD,2007-09-28,2017-03-17
CRWG,,Stock,USD,2008-05-07,2016-11-28
CRWN,NASDAQ,Stock,USD,2000-05-08,2016-04-29
CRWRX,,Mutual Fund,USD,2011-08-05,2016-06-06
CRWS,NASDAQ,Stock,USD,2003-10-07,2017-03-17
CRXLY,,Stock,USD,2012-08-03,2017-02-03
CRXM,NYSE,Stock,USD,2003-10-15,2017-03-17
CRY,NYSE,Stock,USD,1993-02-12,2017-03-17
CRZAX,,Mutual Fund,USD,2013-04-04,2016-07-22
CRZCX,,Mutual Fund,USD,2013-04-04,2016-07-22
CRZNX,,Mutual Fund,USD,2014-07-15,2016-07-22
CRZO,NASDAQ,Stock,USD,1997-08-06,2017-03-17
CRZZX,,Mutual Fund,USD,2013-04-04,2016-07-22
CS,NYSE,Stock,USD,1995-05-16,2017-03-17
CSA,NYSE,ETF,USD,2015-07-08,2017-01-30
CSAAX,,Mutual Fund,USD,2012-10-03,2016-07-22
CSABX,,Mutual Fund,USD,2007-05-03,2016-07-22
CSACX,,Mutual Fund,USD,2012-10-03,2016-07-22
CSAFX,,Mutual Fund,USD,2014-02-28,2016-07-22
CSAIX,,Mutual Fund,USD,2011-01-12,2016-07-22
CSAL,NASDAQ,Stock,USD,2015-04-20,2017-02-24
CSARX,,Mutual Fund,USD,2006-12-11,2016-06-06
CSAZX,,Mutual Fund,USD,2010-09-27,2016-07-22
CSB,NASDAQ,ETF,USD,2015-07-08,2017-03-17
CSBCX,,Mutual Fund,USD,1998-05-29,2016-07-22
CSBIX,,Mutual Fund,USD,1998-01-06,2015-04-07
CSBK,NASDAQ,Stock,USD,2004-05-11,2017-03-17
CSBQ,,Stock,USD,2003-03-19,2015-09-10
CSBR,NASDAQ,Stock,USD,2015-08-21,2017-03-17
CSBRX,,Mutual Fund,USD,2010-09-27,2016-07-22
CSBWX,,Mutual Fund,USD,2010-09-27,2016-07-22
CSBYX,,Mutual Fund,USD,2009-07-15,2016-07-22
CSC,NYSE,Stock,USD,1981-12-31,2017-03-17
CSC-W,,Stock,USD,2015-11-16,2015-11-27
CSCAX,,Mutual Fund,USD,2001-10-03,2016-07-22
CSCB,NYSE Arca,ETF,USD,2013-06-12,2016-01-27
CSCBX,,Mutual Fund,USD,2010-11-29,2015-06-16
CSCCX,,Mutual Fund,USD,2005-04-01,2016-07-22
CSCD,NYSE,Stock,USD,2004-12-15,2016-06-24
CSCEX,,Mutual Fund,USD,2012-04-23,2016-07-22
CSCIX,,Mutual Fund,USD,1998-01-06,2016-07-22
CSCJX,,Mutual Fund,USD,2015-12-29,2016-06-06
CSCKX,,Mutual Fund,USD,2013-03-01,2016-07-22
CSCO,NASDAQ,Stock,USD,1990-03-26,2017-03-17
CSCR,NYSE Arca,ETF,USD,2013-06-12,2017-03-17
CSCRX,,Mutual Fund,USD,2013-03-01,2016-07-22
CSCSX,,Mutual Fund,USD,1998-09-30,2016-02-24
CSCVX,,Mutual Fund,USD,1996-06-20,2016-07-22
CSCWX,,Mutual Fund,USD,2010-09-27,2016-07-22
CSCYX,,Mutual Fund,USD,2013-10-23,2016-07-22
CSCZX,,Mutual Fund,USD,1995-07-28,2016-07-22
CSD,NYSE Arca,ETF,USD,2006-12-15,2017-03-17
CSDAX,,Mutual Fund,USD,2002-01-31,2016-07-22
CSDIX,,Mutual Fund,USD,1998-07-15,2016-07-22
CSDRX,,Mutual Fund,USD,2012-11-09,2016-06-07
CSDYX,,Mutual Fund,USD,2008-02-29,2016-07-22
CSE,,Stock,USD,2003-08-07,2014-04-07
CSEBX,,Mutual Fund,USD,2008-01-02,2015-06-16
CSECX,,Mutual Fund,USD,1994-02-28,2016-07-22
CSEIX,,Mutual Fund,USD,1997-08-29,2016-07-22
CSERX,,Mutual Fund,USD,2012-11-09,2016-06-06
CSEYX,,Mutual Fund,USD,2017-03-01,2017-03-15
CSF,NASDAQ,ETF,USD,2014-08-01,2017-03-17
CSFAX,,Mutual Fund,USD,2002-01-16,2016-07-22
CSFCX,,Mutual Fund,USD,2004-09-30,2016-07-22
CSFFX,,Mutual Fund,USD,2010-12-31,2016-07-22
CSFIX,,Mutual Fund,USD,2009-08-03,2016-06-06
CSFL,NASDAQ,Stock,USD,2001-01-30,2017-03-17
CSFNX,,Mutual Fund,USD,2012-03-21,2016-07-22
CSFRX,,Mutual Fund,USD,2012-11-09,2016-07-22
CSFSX,,Mutual Fund,USD,2013-02-28,2016-07-22
CSFTX,,Mutual Fund,USD,2010-12-31,2016-07-22
CSFVX,,Mutual Fund,USD,2013-02-28,2016-07-22
CSFYX,,Mutual Fund,USD,2014-10-02,2016-07-22
CSG,,Stock,USD,2013-05-21,2015-12-17
CSGBX,,Mutual Fund,USD,1996-01-18,2015-04-07
CSGCX,,Mutual Fund,USD,1994-02-28,2016-07-22
CSGEX,,Mutual Fund,USD,1993-09-15,2016-07-22
CSGP,NASDAQ,Stock,USD,1998-07-01,2017-03-17
CSGRX,,Mutual Fund,USD,2010-09-27,2016-07-22
CSGS,NASDAQ,Stock,USD,1996-02-28,2017-03-17
CSGTX,,Mutual Fund,USD,2012-08-31,2016-07-22
CSGYX,,Mutual Fund,USD,2009-07-15,2016-07-22
CSGZX,,Mutual Fund,USD,2010-09-27,2016-07-22
CSH,NYSE,Stock,USD,1987-12-30,2016-09-01
CSHAX,,Mutual Fund,USD,2010-10-19,2016-07-22
CSHB,,Stock,USD,1998-12-22,2017-03-17
CSHCX,,Mutual Fund,USD,2010-10-19,2016-07-22
CSHIX,,Mutual Fund,USD,2000-07-31,2016-07-22
CSHNX,,Mutual Fund,USD,2014-07-16,2016-07-22
CSHZ,,Stock,USD,1997-04-14,2014-03-31
CSHZX,,Mutual Fund,USD,2010-10-19,2016-07-22
CSI,NYSE,ETF,USD,1984-09-07,2016-12-27
CSIBX,,Mutual Fund,USD,1996-06-20,2016-07-22
CSICX,,Mutual Fund,USD,2013-03-20,2016-07-22
CSIEX,,Mutual Fund,USD,2010-01-04,2016-07-22
CSIFX,,Mutual Fund,USD,1982-10-21,2016-07-22
CSII,NASDAQ,Stock,USD,2006-06-28,2017-03-17
CSIIX,,Mutual Fund,USD,2011-11-16,2016-07-22
CSIQ,NASDAQ,Stock,USD,2006-11-09,2017-03-17
CSIRX,,Mutual Fund,USD,2012-11-09,2016-07-22
CSIVX,,Mutual Fund,USD,2011-03-07,2016-07-22
CSIYX,,Mutual Fund,USD,2008-10-31,2016-07-22
CSJ,NYSE Arca,ETF,USD,2007-01-11,2017-03-17
CSKI,,Stock,USD,1995-02-01,2015-06-17
CSL,NYSE,Stock,USD,1987-11-05,2017-03-17
CSLBX,,Mutual Fund,USD,2015-01-02,2015-06-16
CSLFX,,Mutual Fund,USD,2014-01-02,2016-04-26
CSLGX,,Mutual Fund,USD,2012-04-20,2016-07-22
CSLIX,,Mutual Fund,USD,2013-01-02,2016-07-22
CSLNX,,Mutual Fund,USD,2014-01-02,2016-04-26
CSLR,,Stock,USD,2003-01-02,2013-12-16
CSLRX,,Mutual Fund,USD,2012-11-09,2016-07-22
CSLS,NYSE Arca,ETF,USD,2010-02-22,2017-03-17
CSLT,NYSE,Stock,USD,2014-03-14,2017-03-17
CSLTX,,Mutual Fund,USD,2014-01-02,2016-04-26
CSLWX,,Mutual Fund,USD,2010-09-27,2016-07-22
CSLYX,,Mutual Fund,USD,2012-11-09,2016-07-22
CSM,,ETF,USD,2009-07-14,2015-12-14
CSMA,NYSE Arca,ETF,USD,2010-10-04,2016-06-10
CSMB,,ETF,USD,2011-03-08,2015-07-02
CSMCX,,Mutual Fund,USD,1999-12-09,2016-07-22
CSMIX,,Mutual Fund,USD,1986-07-25,2016-07-22
CSMMX,,Mutual Fund,USD,2005-10-31,2016-07-22
CSMN,,ETF,USD,2011-09-23,2015-07-02
CSMTX,,Mutual Fund,USD,2013-03-20,2016-07-22
CSMVX,,Mutual Fund,USD,2000-02-24,2016-07-22
CSMWX,,Mutual Fund,USD,2014-06-27,2016-07-22
CSNAX,,Mutual Fund,USD,2013-12-30,2016-07-22
CSNCX,,Mutual Fund,USD,2013-12-30,2016-07-22
CSNIX,,Mutual Fund,USD,2013-12-30,2016-07-22
CSNRX,,Mutual Fund,USD,2010-09-27,2016-07-22
CSOAX,,Mutual Fund,USD,2012-09-28,2016-07-22
CSOCX,,Mutual Fund,USD,2012-09-28,2016-07-22
CSOD,NASDAQ,Stock,USD,2011-03-17,2017-03-17
CSOIX,,Mutual Fund,USD,2012-09-28,2016-07-22
CSPAX,,Mutual Fund,USD,2002-02-19,2016-07-22
CSPBX,,Mutual Fund,USD,2002-02-20,2016-07-22
CSPCX,,Mutual Fund,USD,2002-02-20,2016-07-22
CSPEX,,Mutual Fund,USD,2002-03-14,2016-07-22
CSPFX,,Mutual Fund,USD,2002-03-14,2016-07-22
CSPGX,,Mutual Fund,USD,2011-12-01,2016-06-06
CSPI,NASDAQ,Stock,USD,1990-03-27,2017-03-17
CSPIX,,Mutual Fund,USD,2010-09-27,2016-07-22
CSPRX,,Mutual Fund,USD,2012-11-09,2016-06-06
CSQ,NASDAQ,ETF,USD,2004-04-01,2017-03-17
CSQAX,,Mutual Fund,USD,2012-03-30,2016-07-22
CSQCX,,Mutual Fund,USD,2012-03-30,2016-07-22
CSQIX,,Mutual Fund,USD,2012-03-30,2016-07-22
CSR,,Stock,USD,2012-08-03,2016-12-22
CSRA,NYSE,Stock,USD,2015-11-30,2017-03-17
CSRA-W,,Stock,USD,2015-11-16,2015-11-27
CSRAX,,Mutual Fund,USD,2014-01-02,2016-04-26
CSRCX,,Mutual Fund,USD,2003-10-10,2016-07-22
CSRE,,Stock,USD,2011-09-12,2015-08-12
CSRIX,,Mutual Fund,USD,2015-01-02,2016-07-22
CSRNX,,Mutual Fund,USD,2014-01-02,2016-04-26
CSRRX,,Mutual Fund,USD,2012-11-09,2016-07-22
CSRSX,,Mutual Fund,USD,1991-07-01,2016-07-22
CSRTX,,Mutual Fund,USD,2014-01-02,2016-04-26
CSRYX,,Mutual Fund,USD,2014-10-02,2016-06-07
CSS,NYSE,Stock,USD,1992-03-17,2017-03-17
CSSBX,,Mutual Fund,USD,2014-01-02,2016-07-22
CSSCX,,Mutual Fund,USD,2015-01-02,2016-07-22
CSSIX,,Mutual Fund,USD,2009-08-03,2016-06-06
CSSPX,,Mutual Fund,USD,2014-01-02,2016-07-22
CSSRX,,Mutual Fund,USD,2012-11-09,2016-07-22
CSSYX,,Mutual Fund,USD,2014-10-02,2016-06-06
CSSZX,,Mutual Fund,USD,2010-09-27,2016-06-06
CST,NYSE,Stock,USD,2013-04-17,2017-03-17
CSTAX,,Mutual Fund,USD,2012-09-14,2016-07-22
CSTE,NASDAQ,Stock,USD,2012-03-22,2017-03-17
CSTFX,,Mutual Fund,USD,2014-01-02,2016-04-26
CSTM,NYSE,Stock,USD,2013-05-23,2017-03-17
CSTMX,,Mutual Fund,USD,2010-04-15,2016-07-22
CSTNX,,Mutual Fund,USD,2014-01-02,2016-04-26
CSTPF,,Stock,USD,2013-01-02,2017-03-17
CSTR,NASDAQ,Stock,USD,2016-09-22,2017-01-30
CSTTX,,Mutual Fund,USD,2014-01-02,2016-04-26
CSU,NYSE,Stock,USD,1997-10-31,2017-03-17
CSUAX,,Mutual Fund,USD,2004-04-30,2016-07-22
CSUCX,,Mutual Fund,USD,2004-04-30,2016-07-22
CSUIX,,Mutual Fund,USD,2004-05-03,2016-07-22
CSUN,NASDAQ,Stock,USD,2007-05-17,2016-03-11
CSV,NYSE,Stock,USD,1996-08-09,2017-03-17
CSVAX,,Mutual Fund,USD,2002-10-31,2016-07-22
CSVBX,,Mutual Fund,USD,2002-10-31,2016-07-22
CSVFX,,Mutual Fund,USD,2000-11-09,2016-07-22
CSVIX,,Mutual Fund,USD,2005-04-29,2016-07-22
CSVRX,,Mutual Fund,USD,2010-09-27,2016-07-22
CSVWX,,Mutual Fund,USD,2010-09-27,2016-06-06
CSVYX,,Mutual Fund,USD,2009-07-15,2016-07-22
CSVZX,,Mutual Fund,USD,2010-09-27,2016-06-06
CSWC,NASDAQ,Stock,USD,1990-03-27,2017-03-17
CSWI,NASDAQ,Stock,USD,2015-10-01,2017-03-17
CSWIX,,Mutual Fund,USD,2010-09-27,2016-07-22
CSX,NYSE,Stock,USD,1980-11-03,2017-03-17
CSXAX,,Mutual Fund,USD,2000-06-30,2016-07-22
CSXBX,,Mutual Fund,USD,2009-01-02,2015-06-16
CSXCX,,Mutual Fund,USD,2000-06-30,2016-07-22
CSYIX,,Mutual Fund,USD,2011-01-12,2016-07-22
CT,,Stock,USD,1981-03-11,2015-08-21
CTAA,NYSE,Stock,USD,2016-02-01,2017-03-17
CTAAX,,Mutual Fund,USD,2013-02-19,2016-07-22
CTAIX,,Mutual Fund,USD,2013-01-18,2016-07-22
CTAS,NASDAQ,Stock,USD,1990-03-26,2017-03-17
CTB,NYSE,Stock,USD,1987-11-05,2017-03-17
CTBB,NYSE,Stock,USD,2016-08-23,2017-03-17
CTBI,NASDAQ,Stock,USD,1993-05-17,2017-03-17
CTBIX,,Mutual Fund,USD,2000-07-28,2016-07-22
CTBK,,Stock,USD,1998-02-05,2016-07-15
CTBRX,,Mutual Fund,USD,2012-11-09,2016-07-22
CTBYX,,Mutual Fund,USD,2012-11-09,2016-07-22
CTCAX,,Mutual Fund,USD,2002-10-31,2016-07-22
CTCBX,,Mutual Fund,USD,2002-10-31,2016-07-22
CTCM,NASDAQ,Stock,USD,2006-06-01,2016-05-18
CTCT,NASDAQ,Stock,USD,2007-10-12,2016-02-09
CTDH,,Stock,USD,1995-02-01,2017-03-17
CTEBX,,Mutual Fund,USD,1996-06-20,2016-07-22
CTERX,,Mutual Fund,USD,2013-03-20,2016-07-22
CTESX,,Mutual Fund,USD,1996-06-20,2016-07-22
CTEZX,,Mutual Fund,USD,2005-09-15,2016-07-22
CTF,NYSE MKT,ETF,USD,2012-10-26,2016-12-23
CTFAX,,Mutual Fund,USD,2003-02-28,2016-07-22
CTFBX,,Mutual Fund,USD,2003-02-28,2016-04-25
CTFCX,,Mutual Fund,USD,2012-09-14,2016-07-22
CTFDX,,Mutual Fund,USD,2003-02-28,2016-07-22
CTFEX,,Mutual Fund,USD,2012-09-14,2016-07-22
CTFFX,,Mutual Fund,USD,2012-09-14,2016-07-22
CTFO,,Stock,USD,2003-03-31,2012-10-31
CTFRX,,Mutual Fund,USD,2012-11-09,2016-07-22
CTG,NASDAQ,Stock,USD,1988-01-05,2017-03-17
CTGO,,Stock,USD,2010-12-20,2016-09-19
CTGRX,,Mutual Fund,USD,2012-11-09,2016-07-22
CTHAX,,Mutual Fund,USD,2012-09-14,2016-07-22
CTHBX,,Mutual Fund,USD,2012-09-14,2016-07-22
CTHCX,,Mutual Fund,USD,2003-10-10,2016-07-22
CTHEX,,Mutual Fund,USD,2012-09-14,2016-07-22
CTHFX,,Mutual Fund,USD,2012-09-14,2016-07-22
CTHR,NASDAQ,Stock,USD,1997-11-14,2017-03-17
CTHRX,,Mutual Fund,USD,2012-11-09,2016-07-22
CTIAX,,Mutual Fund,USD,2012-11-19,2016-07-22
CTIB,NASDAQ,Stock,USD,2003-05-29,2017-03-17
CTIC,NASDAQ,Stock,USD,1997-03-21,2017-03-17
CTICX,,Mutual Fund,USD,2012-11-19,2016-07-22
CTIIX,,Mutual Fund,USD,2012-11-19,2016-07-22
CTIVX,,Mutual Fund,USD,2011-03-07,2016-07-22
CTIWX,,Mutual Fund,USD,2012-06-18,2016-07-22
CTIX,OTCMKTS,Stock,USD,2007-05-04,2017-03-17
CTL,NYSE,Stock,USD,1987-11-05,2017-03-17
CTLAX,,Mutual Fund,USD,2015-03-27,2016-07-22
CTLBX,,Mutual Fund,USD,2015-03-27,2016-07-22
CTLCX,,Mutual Fund,USD,2015-03-27,2016-07-22
CTLEX,,Mutual Fund,USD,2015-03-27,2016-07-22
CTLFX,,Mutual Fund,USD,2015-03-27,2016-07-22
CTLRX,,Mutual Fund,USD,2012-11-09,2016-06-06
CTLT,NYSE,Stock,USD,2014-07-31,2017-03-17
CTMAX,,Mutual Fund,USD,2009-01-02,2016-07-22
CTMCX,,Mutual Fund,USD,2009-01-02,2016-07-22
CTMIX,,Mutual Fund,USD,2010-09-27,2016-07-22
CTMRX,,Mutual Fund,USD,2012-11-09,2016-07-22
CTMX,NASDAQ,Stock,USD,2015-10-08,2017-03-17
CTNN,NYSE Arca,ETF,USD,2011-04-21,2017-03-17
CTO,NYSE,Stock,USD,1992-09-08,2017-03-17
CTOAX,,Mutual Fund,USD,2012-09-14,2016-07-22
CTOBX,,Mutual Fund,USD,2012-09-14,2016-07-22
CTOCX,,Mutual Fund,USD,2012-09-14,2016-07-22
CTOEX,,Mutual Fund,USD,2012-09-14,2016-07-22
CTOFX,,Mutual Fund,USD,2012-09-14,2016-07-22
CTORX,,Mutual Fund,USD,2012-11-09,2016-07-22
CTP,,Stock,USD,2010-12-08,2015-09-11
CTQ,NYSE,Stock,USD,2011-06-08,2016-08-19
CTQ-CL,NYSE,Stock,USD,2016-08-22,2016-08-26
CTR,NYSE,ETF,USD,2012-08-03,2017-03-17
CTRAX,,Mutual Fund,USD,2007-06-28,2016-07-22
CTRCX,,Mutual Fund,USD,2007-06-28,2016-07-22
CTRE,NASDAQ,Stock,USD,2014-05-29,2017-03-17
CTRIX,,Mutual Fund,USD,2007-06-28,2016-07-22
CTRL,NASDAQ,Stock,USD,2013-08-02,2017-03-17
CTRN,NASDAQ,Stock,USD,2005-05-18,2017-03-17
CTRNX,,Mutual Fund,USD,2012-09-27,2016-02-09
CTROX,,Mutual Fund,USD,2012-09-20,2016-06-07
CTRP,NASDAQ,Stock,USD,2003-12-09,2017-03-17
CTRRX,,Mutual Fund,USD,2007-06-28,2016-07-22
CTRV,NASDAQ,Stock,USD,2014-02-11,2017-03-17
CTRWX,,Mutual Fund,USD,2010-09-27,2016-07-22
CTRX,,Stock,USD,2006-06-13,2015-07-23
CTRZX,,Mutual Fund,USD,2017-01-03,2017-01-11
CTS,NYSE,Stock,USD,1987-11-05,2017-03-17
CTSBX,,Mutual Fund,USD,2012-09-14,2016-07-22
CTSCX,,Mutual Fund,USD,2012-09-14,2016-07-22
CTSEX,,Mutual Fund,USD,2012-09-14,2016-07-22
CTSFX,,Mutual Fund,USD,2012-09-14,2016-07-22
CTSH,NASDAQ,Stock,USD,1998-06-19,2017-03-17
CTSO,NASDAQ,Stock,USD,2014-12-03,2017-03-17
CTT,NYSE,Stock,USD,2013-12-12,2017-03-17
CTTLX,,Mutual Fund,USD,1996-06-20,2016-07-22
CTTRX,,Mutual Fund,USD,2012-10-31,2016-07-22
CTTWX,,Mutual Fund,USD,2010-09-27,2016-07-22
CTU,NYSE,Stock,USD,2012-08-03,2017-03-17
CTUY,,Stock,USD,2010-10-14,2016-09-19
CTV,NYSE,Stock,USD,2014-09-30,2017-01-30
CTVAX,,Mutual Fund,USD,2006-07-31,2016-06-07
CTVCX,,Mutual Fund,USD,2006-08-02,2016-06-06
CTVIX,,Mutual Fund,USD,2009-03-27,2016-06-06
CTVWX,,Mutual Fund,USD,2010-09-27,2016-07-22
CTW,NYSE,Stock,USD,2012-05-10,2017-03-17
CTWS,NASDAQ,Stock,USD,1992-02-25,2017-03-17
CTX,NYSE,Stock,USD,2012-04-03,2017-01-30
CTXBX,,Mutual Fund,USD,2007-06-28,2016-07-22
CTXEX,,Mutual Fund,USD,2006-09-29,2016-07-22
CTXRX,,Mutual Fund,USD,2012-11-09,2016-05-20
CTXS,NASDAQ,Stock,USD,1995-12-08,2017-03-17
CTY,NYSE,Stock,USD,2013-05-24,2017-03-17
CTYCX,,Mutual Fund,USD,2012-09-14,2016-07-22
CTYRX,,Mutual Fund,USD,2012-11-09,2016-07-22
CTZ,NYSE,Stock,USD,2015-09-22,2017-03-17
CTZN,,Stock,USD,2001-03-07,2014-12-18
CU,,ETF,USD,2010-03-31,2015-12-18
CUAIX,,Mutual Fund,USD,2010-09-27,2016-07-22
CUB,NYSE,Stock,USD,1989-02-21,2017-03-17
CUBA,NASDAQ,ETF,USD,1994-05-27,2017-03-17
CUBAX,,Mutual Fund,USD,2014-10-01,2016-07-22
CUBCX,,Mutual Fund,USD,2014-10-01,2016-07-22
CUBE,NYSE,Stock,USD,2004-10-22,2017-03-17
CUBI,NASDAQ,Stock,USD,2012-03-14,2017-03-17
CUBIX,,Mutual Fund,USD,2014-10-01,2016-07-22
CUBN,NASDAQ,Stock,USD,2015-07-07,2017-03-17
CUBS,NASDAQ,Stock,USD,2013-08-02,2017-03-17
CUBYX,,Mutual Fund,USD,2014-10-01,2016-07-22
CUDA,NYSE,Stock,USD,2013-11-06,2017-03-17
CUGYX,,Mutual Fund,USD,2014-10-02,2016-07-22
CUGZX,,Mutual Fund,USD,2010-09-27,2016-07-22
CUHAX,,Mutual Fund,USD,2012-11-19,2016-07-22
CUHCX,,Mutual Fund,USD,2012-11-19,2016-07-22
CUHIX,,Mutual Fund,USD,2012-11-19,2016-07-22
CUI,NASDAQ,Stock,USD,1999-09-15,2017-03-17
CUII,OTCMKTS,Stock,USD,2012-08-01,2017-03-17
